x,ePR,eP,gP,aP,eBR,eB,gB,mB,eqmC,eqmP,eqmB,eqmA
0.05,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,21.31,22.34
0.05,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,15.97,16.77
0.05,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,12.75,13.41
0.05,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,10.6,11.164
0.05,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,9.06,9.56
0.05,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,7.91,8.36
0.05,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,7.01,7.418
0.05,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,6.297,6.668
0.1,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3388.0
0.1,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,63.28,66.2
0.1,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,31.78,33.28
0.1,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,21.12,22.17
0.1,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,15.78,16.58
0.1,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,12.56,13.23
0.1,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,10.414,10.98
0.1,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,8.88,9.375
0.1,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,7.727,8.17
0.1,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,6.83,7.234
0.1,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,6.11,6.484
0.15,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3388.0
0.15,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,63.1,66.0
0.15,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,31.6,33.1
0.15,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,20.95,21.98
0.15,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,15.59,16.39
0.15,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,12.38,13.04
0.15,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,10.234,10.8
0.15,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,8.695,9.19
0.15,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,7.543,7.99
0.15,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,6.645,7.05
0.15,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,5.926,6.3
0.2,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3388.0
0.2,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,62.9,65.8
0.2,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,31.4,32.9
0.2,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,20.77,21.8
0.2,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,15.414,16.22
0.2,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,12.195,12.85
0.2,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,10.05,10.61
0.2,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,8.51,9.01
0.2,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,7.355,7.8
0.2,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,6.457,6.863
0.2,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,5.74,6.113
0.25,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3388.0
0.25,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,62.72,65.6
0.25,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,31.22,32.72
0.25,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,20.58,21.61
0.25,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,15.23,16.03
0.25,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,12.01,12.664
0.25,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,9.86,10.42
0.25,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,8.32,8.82
0.25,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,7.17,7.617
0.25,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,6.273,6.68
0.25,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,5.555,5.93
0.3,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3386.0
0.3,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,62.56,65.44
0.3,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,31.03,32.53
0.3,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,20.39,21.42
0.3,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,15.04,15.84
0.3,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,11.82,12.484
0.3,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,9.67,10.24
0.3,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,8.14,8.63
0.3,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,6.984,7.43
0.3,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,6.09,6.496
0.3,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,5.37,5.746
0.35,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3386.0
0.35,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,62.38,65.25
0.35,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,30.84,32.34
0.35,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,20.2,21.23
0.35,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,14.86,15.66
0.35,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,11.64,12.3
0.35,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,9.49,10.055
0.35,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,7.953,8.45
0.35,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,6.8,7.246
0.35,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,5.902,6.31
0.35,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,5.184,5.56
0.4,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3386.0
0.4,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,62.2,65.06
0.4,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,30.66,32.16
0.4,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,20.02,21.06
0.4,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,14.67,15.47
0.4,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,11.45,12.11
0.4,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,9.305,9.87
0.4,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,7.77,8.266
0.4,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,6.617,7.062
0.4,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,5.72,6.125
0.4,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,5.0,5.375
0.45,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3386.0
0.45,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,62.0,64.9
0.45,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,30.48,31.98
0.45,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,19.83,20.88
0.45,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,14.484,15.29
0.45,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,11.266,11.93
0.45,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,9.12,9.69
0.45,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,7.582,8.08
0.45,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,6.43,6.875
0.45,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,5.53,5.938
0.45,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,4.816,5.188
0.5,0.875,0.63,0.259,0.001,0.6,0.55,4.73,0.14,0.0897,142.8,3244.0,3386.0
0.5,0.875,0.63,0.259,0.051,0.6,0.55,4.73,0.14,0.0897,2.799,61.8,64.7
0.5,0.875,0.63,0.259,0.101,0.6,0.55,4.73,0.14,0.0897,1.413,30.3,31.8
0.5,0.875,0.63,0.259,0.151,0.6,0.55,4.73,0.14,0.0897,0.9453,19.66,20.69
0.5,0.875,0.63,0.259,0.201,0.6,0.55,4.73,0.14,0.0897,0.7104,14.305,15.1
0.5,0.875,0.63,0.259,0.251,0.6,0.55,4.73,0.14,0.0897,0.569,11.086,11.74
0.5,0.875,0.63,0.259,0.301,0.6,0.55,4.73,0.14,0.0897,0.4744,8.94,9.5
0.5,0.875,0.63,0.259,0.351,0.6,0.55,4.73,0.14,0.0897,0.4067,7.4,7.895
0.5,0.875,0.63,0.259,0.401,0.6,0.55,4.73,0.14,0.0897,0.356,6.246,6.69
0.5,0.875,0.63,0.259,0.451,0.6,0.55,4.73,0.14,0.0897,0.3167,5.348,5.754
0.5,0.875,0.63,0.259,0.501,0.6,0.55,4.73,0.14,0.0897,0.285,4.63,5.004
0.0,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.4058,0.357,1.795,2.559
0.0,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.4058,0.3174,1.596,2.318
0.0,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.4058,0.2856,1.436,2.127
0.0,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.4058,0.2595,1.306,1.971
0.0,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.4058,0.238,1.196,1.84
0.0,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.4058,0.2197,1.1045,1.7295
0.0,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.4058,0.204,1.025,1.636
0.0,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.4058,0.1904,0.957,1.554
0.0,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.4058,0.1785,0.8975,1.481
0.0,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.4058,0.168,0.8447,1.418
0.0,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.4058,0.1587,0.798,1.362
0.05,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.4058,0.357,1.61,2.373
0.05,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.4058,0.3174,1.41,2.133
0.05,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.4058,0.2856,1.251,1.942
0.05,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.4058,0.2595,1.12,1.786
0.05,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.4058,0.238,1.012,1.655
0.05,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.4058,0.2197,0.9194,1.545
0.05,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.4058,0.204,0.8403,1.45
0.05,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.4058,0.1904,0.772,1.368
0.05,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.4058,0.1785,0.7124,1.297
0.05,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.4058,0.168,0.6597,1.233
0.05,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.4058,0.1587,0.613,1.177
0.1,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.4058,0.357,1.425,2.188
0.1,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.4058,0.3174,1.226,1.948
0.1,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.4058,0.2856,1.065,1.757
0.1,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.4058,0.2595,0.935,1.601
0.1,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.4058,0.238,0.826,1.47
0.1,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.4058,0.2197,0.7344,1.359
0.1,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.4058,0.204,0.6553,1.266
0.1,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.4058,0.1904,0.587,1.184
0.1,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.4058,0.1785,0.5273,1.111
0.1,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.4058,0.168,0.4744,1.048
0.1,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.8745,0.1587,-6.0e-8,1.033
0.15,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.4058,0.357,1.24,2.002
0.15,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.4058,0.3174,1.04,1.764
0.15,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,1.05,0.2856,-6.0e-8,1.335
0.15,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.954,0.2595,-0.0,1.214
0.15,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.8745,0.238,-0.0,1.112
0.15,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.807,0.2197,-0.0,1.026
0.15,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.7495,0.204,-0.0,0.9536
0.15,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.6997,0.1904,-0.0,0.8896
0.15,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.656,0.1785,-0.0,0.8345
0.15,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.617,0.168,-0.0,0.785
0.15,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.583,0.1587,-0.0,0.7417
0.2,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.984,0.357,-0.0,1.341
0.2,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.8745,0.3174,-0.0,1.191
0.2,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.787,0.2856,-0.0,1.072
0.2,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.7153,0.2595,-0.0,0.975
0.2,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.656,0.238,-0.0,0.8936
0.2,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.6055,0.2197,-0.0,0.825
0.2,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.562,0.204,-0.0,0.766
0.2,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.5244,0.1904,-0.0,0.715
0.2,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.492,0.1785,-0.0,0.6704
0.2,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.463,0.168,-0.0,0.631
0.2,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.4373,0.1587,-0.0,0.5957
0.25,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.787,0.357,-0.0,1.144
0.25,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.6997,0.3174,-0.0,1.017
0.25,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.6294,0.2856,-0.0,0.915
0.25,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.5723,0.2595,-0.0,0.832
0.25,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.5244,0.238,-0.0,0.7627
0.25,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.4844,0.2197,-0.0,0.704
0.25,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.4497,0.204,-0.0,0.654
0.25,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.4197,0.1904,-0.0,0.61
0.25,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.3936,0.1785,0.0,0.572
0.25,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.3704,0.168,-0.0,0.538
0.25,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.3499,0.1587,-0.0,0.5083
0.3,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.656,0.357,-0.0,1.013
0.3,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.583,0.3174,-0.0,0.9004
0.3,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.525,0.2856,-0.0,0.81
0.3,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.477,0.2595,-0.0,0.737
0.3,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.4373,0.238,-0.0,0.6753
0.3,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.4036,0.2197,0.0,0.623
0.3,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.3748,0.204,-0.0,0.5786
0.3,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.3499,0.1904,-0.0,0.54
0.3,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.328,0.1785,-0.0,0.5063
0.3,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.3086,0.168,-0.0,0.4766
0.3,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.2915,0.1587,-0.0,0.4502
0.35,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.562,0.357,-0.0,0.919
0.35,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.4998,0.3174,-0.0,0.817
0.35,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.4497,0.2856,-0.0,0.7354
0.35,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.409,0.2595,0.0,0.6685
0.35,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.3748,0.238,-0.0,0.613
0.35,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.346,0.2197,-0.0,0.5654
0.35,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.3213,0.204,-0.0,0.5254
0.35,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.2998,0.1904,-0.0,0.4902
0.35,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.281,0.1785,-0.0,0.4595
0.35,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.2644,0.168,-0.0,0.4326
0.35,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.2499,0.1587,-0.0,0.4084
0.4,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.492,0.357,-0.0,0.849
0.4,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.4373,0.3174,-0.0,0.7544
0.4,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.3936,0.2856,-0.0,0.679
0.4,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.3577,0.2595,-0.0,0.617
0.4,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.328,0.238,-0.0,0.566
0.4,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.3027,0.2197,-0.0,0.5225
0.4,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.281,0.204,-0.0,0.485
0.4,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.2622,0.1904,-0.0,0.4526
0.4,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.246,0.1785,-0.0,0.4243
0.4,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.2314,0.168,-0.0,0.3994
0.4,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.2186,0.1587,-0.0,0.3772
0.45,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.4373,0.357,-0.0,0.7944
0.45,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.3887,0.3174,-0.0,0.706
0.45,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.3499,0.2856,-0.0,0.6353
0.45,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.3179,0.2595,-0.0,0.5776
0.45,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.2915,0.238,-0.0,0.5293
0.45,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.269,0.2197,-0.0,0.4888
0.45,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.2499,0.204,-0.0,0.4539
0.45,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.2332,0.1904,-0.0,0.4236
0.45,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.2186,0.1785,-0.0,0.397
0.45,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.2057,0.168,-0.0,0.3738
0.45,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.1943,0.1587,-0.0,0.353
0.5,0.875,0.63,0.259,0.4,0.6,0.55,1.046,0.14,0.3936,0.357,-0.0,0.7505
0.5,0.875,0.63,0.259,0.45,0.6,0.55,1.046,0.14,0.3499,0.3174,-0.0,0.667
0.5,0.875,0.63,0.259,0.5,0.6,0.55,1.046,0.14,0.3147,0.2856,-0.0,0.6006
0.5,0.875,0.63,0.259,0.55,0.6,0.55,1.046,0.14,0.2861,0.2595,-0.0,0.546
0.5,0.875,0.63,0.259,0.6,0.6,0.55,1.046,0.14,0.2622,0.238,-0.0,0.5005
0.5,0.875,0.63,0.259,0.65,0.6,0.55,1.046,0.14,0.2422,0.2197,-0.0,0.462
0.5,0.875,0.63,0.259,0.6997,0.6,0.55,1.046,0.14,0.2249,0.204,-0.0,0.4287
0.5,0.875,0.63,0.259,0.75,0.6,0.55,1.046,0.14,0.2098,0.1904,-0.0,0.4001
0.5,0.875,0.63,0.259,0.8,0.6,0.55,1.046,0.14,0.1968,0.1785,-0.0,0.3752
0.5,0.875,0.63,0.259,0.85,0.6,0.55,1.046,0.14,0.1852,0.168,-0.0,0.353
0.5,0.875,0.63,0.259,0.9,0.6,0.55,1.046,0.14,0.1749,0.1587,-0.0,0.3335
0.0,0.875,0.63,0.259,0.4,0.6,0.55,8.414,0.14,0.05045,0.357,14.44,14.84
0.0,0.875,0.63,0.259,0.45,0.6,0.55,8.414,0.14,0.05045,0.3174,12.836,13.2
0.0,0.875,0.63,0.259,0.5,0.6,0.55,8.414,0.14,0.05045,0.2856,11.555,11.89
0.0,0.875,0.63,0.259,0.55,0.6,0.55,8.414,0.14,0.05045,0.2595,10.5,10.81
0.0,0.875,0.63,0.259,0.6,0.6,0.55,8.414,0.14,0.05045,0.238,9.625,9.914
0.0,0.875,0.63,0.259,0.65,0.6,0.55,8.414,0.14,0.05045,0.2197,8.88,9.16
0.0,0.875,0.63,0.259,0.6997,0.6,0.55,8.414,0.14,0.05045,0.204,8.25,8.51
0.0,0.875,0.63,0.259,0.75,0.6,0.55,8.414,0.14,0.05045,0.1904,7.7,7.94
0.0,0.875,0.63,0.259,0.8,0.6,0.55,8.414,0.14,0.05045,0.1785,7.22,7.45
0.0,0.875,0.63,0.259,0.85,0.6,0.55,8.414,0.14,0.05045,0.168,6.793,7.01
0.0,0.875,0.63,0.259,0.9,0.6,0.55,8.414,0.14,0.05045,0.1587,6.418,6.625
0.05,0.875,0.63,0.259,0.4,0.6,0.55,8.414,0.14,0.05045,0.357,14.26,14.664
0.05,0.875,0.63,0.259,0.45,0.6,0.55,8.414,0.14,0.05045,0.3174,12.65,13.016
0.05,0.875,0.63,0.259,0.5,0.6,0.55,8.414,0.14,0.05045,0.2856,11.37,11.7
0.05,0.875,0.63,0.259,0.55,0.6,0.55,8.414,0.14,0.05045,0.2595,10.31,10.625
0.05,0.875,0.63,0.259,0.6,0.6,0.55,8.414,0.14,0.05045,0.238,9.44,9.73
0.05,0.875,0.63,0.259,0.65,0.6,0.55,8.414,0.14,0.05045,0.2197,8.7,8.97
0.05,0.875,0.63,0.259,0.6997,0.6,0.55,8.414,0.14,0.05045,0.204,8.06,8.32
0.05,0.875,0.63,0.259,0.75,0.6,0.55,8.414,0.14,0.05045,0.1904,7.516,7.758
0.05,0.875,0.63,0.259,0.8,0.6,0.55,8.414,0.14,0.05045,0.1785,7.035,7.26
0.05,0.875,0.63,0.259,0.85,0.6,0.55,8.414,0.14,0.05045,0.168,6.61,6.83
0.05,0.875,0.63,0.259,0.9,0.6,0.55,8.414,0.14,0.05045,0.1587,6.23,6.44
0.1,0.875,0.63,0.259,0.4,0.6,0.55,8.414,0.14,0.05045,0.357,14.07,14.48
0.1,0.875,0.63,0.259,0.45,0.6,0.55,8.414,0.14,0.05045,0.3174,12.46,12.836
0.1,0.875,0.63,0.259,0.5,0.6,0.55,8.414,0.14,0.05045,0.2856,11.18,11.516
0.1,0.875,0.63,0.259,0.55,0.6,0.55,8.414,0.14,0.05045,0.2595,10.13,10.44
0.1,0.875,0.63,0.259,0.6,0.6,0.55,8.414,0.14,0.05045,0.238,9.26,9.55
0.1,0.875,0.63,0.259,0.65,0.6,0.55,8.414,0.14,0.05045,0.2197,8.516,8.78
0.1,0.875,0.63,0.259,0.6997,0.6,0.55,8.414,0.14,0.05045,0.204,7.88,8.13
