x,ePR,eP,gP,aP,eBR,eB,gB,mB,eqmC,eqmP,eqmB,eqmA
0.7,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,0.6875,0.873,-0.0,1.561
0.7,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,0.602,0.764,-0.0,1.366
0.7,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,0.535,0.6797,-0.0,1.215
0.7,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,0.4817,0.612,-0.0,1.094
0.75,0.875,0.63,0.556,0.001,0.6,0.55,1.046,0.14,0.0,0.0,0.0,0.0
0.75,0.875,0.63,0.556,0.051,0.6,0.55,1.046,0.14,0.4058,6.01,27.44,33.84
0.75,0.875,0.63,0.556,0.101,0.6,0.55,1.046,0.14,0.4058,3.035,12.484,15.92
0.75,0.875,0.63,0.556,0.151,0.6,0.55,1.046,0.14,0.4058,2.03,7.43,9.87
0.75,0.875,0.63,0.556,0.201,0.6,0.55,1.046,0.14,1.121,1.525,-0.0,2.646
0.75,0.875,0.63,0.556,0.251,0.6,0.55,1.046,0.14,0.8975,1.222,-0.0,2.12
0.75,0.875,0.63,0.556,0.301,0.6,0.55,1.046,0.14,0.7485,1.019,-0.0,1.767
0.75,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,0.6416,0.873,-0.0,1.515
0.75,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,0.5615,0.764,-0.0,1.326
0.75,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,0.4995,0.6797,-0.0,1.179
0.75,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,0.4497,0.612,-0.0,1.062
0.8,0.875,0.63,0.556,0.001,0.6,0.55,1.046,0.14,0.0,1.525,-0.0,1.525
0.8,0.875,0.63,0.556,0.051,0.6,0.55,1.046,0.14,0.4058,6.01,27.25,33.7
0.8,0.875,0.63,0.556,0.101,0.6,0.55,1.046,0.14,0.4058,3.035,12.3,15.74
0.8,0.875,0.63,0.556,0.151,0.6,0.55,1.046,0.14,0.4058,2.03,7.246,9.68
0.8,0.875,0.63,0.556,0.201,0.6,0.55,1.046,0.14,1.051,1.525,-0.0,2.576
0.8,0.875,0.63,0.556,0.251,0.6,0.55,1.046,0.14,0.8413,1.222,-0.0,2.062
0.8,0.875,0.63,0.556,0.301,0.6,0.55,1.046,0.14,0.7017,1.019,-0.0,1.72
0.8,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,0.6016,0.873,-0.0,1.475
0.8,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,0.527,0.764,-0.0,1.291
0.8,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,0.4683,0.6797,-0.0,1.147
0.8,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,0.4214,0.612,0.0,1.033
0.85,0.875,0.63,0.556,0.001,0.6,0.55,1.046,0.14,0.0,0.0,0.0,0.0
0.85,0.875,0.63,0.556,0.051,0.6,0.55,1.046,0.14,0.4058,6.01,27.08,33.5
0.85,0.875,0.63,0.556,0.101,0.6,0.55,1.046,0.14,0.4058,3.035,12.11,15.555
0.85,0.875,0.63,0.556,0.151,0.6,0.55,1.046,0.14,0.4058,2.03,7.06,9.49
0.85,0.875,0.63,0.556,0.201,0.6,0.55,1.046,0.14,0.989,1.525,-0.0,2.514
0.85,0.875,0.63,0.556,0.251,0.6,0.55,1.046,0.14,0.792,1.222,-0.0,2.014
0.85,0.875,0.63,0.556,0.301,0.6,0.55,1.046,0.14,0.66,1.019,-0.0,1.679
0.85,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,0.5664,0.873,-0.0,1.439
0.85,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,0.4956,0.764,-0.0,1.26
0.85,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,0.4407,0.6797,-0.0,1.12
0.85,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,0.3967,0.612,0.0,1.009
0.9,0.875,0.63,0.556,0.001,0.6,0.55,1.046,0.14,0.4214,0.612,0.0,1.033
0.9,0.875,0.63,0.556,0.051,0.6,0.55,1.046,0.14,0.4058,6.01,26.89,33.3
0.9,0.875,0.63,0.556,0.101,0.6,0.55,1.046,0.14,0.4058,3.035,11.93,15.37
0.9,0.875,0.63,0.556,0.151,0.6,0.55,1.046,0.14,1.243,2.03,-0.0,3.273
0.9,0.875,0.63,0.556,0.201,0.6,0.55,1.046,0.14,0.4058,1.525,4.336,6.266
0.9,0.875,0.63,0.556,0.251,0.6,0.55,1.046,0.14,0.748,1.222,-0.0,1.969
0.9,0.875,0.63,0.556,0.301,0.6,0.55,1.046,0.14,0.6235,1.019,-0.0,1.642
0.9,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,0.5347,0.873,-0.0,1.408
0.9,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,0.468,0.764,-0.0,1.232
0.9,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,0.4163,0.6797,-0.0,1.096
0.9,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,0.3748,0.612,-0.0,0.9863
0.95,0.875,0.63,0.556,0.001,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.051,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.101,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.151,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.201,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.251,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.301,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
1.0,0.875,0.63,0.556,0.001,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.051,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.101,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.151,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.201,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.251,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.301,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.351,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.401,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.451,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.501,0.6,0.55,1.046,0.14,-0.0,-0.0,-0.0,-0.0
0.5,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.5,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.5,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,120.9,124.0
0.5,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,80.25,82.3
0.5,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,59.84,61.4
0.5,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,47.53,48.8
0.5,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,39.34,40.4
0.5,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,33.47,34.4
0.5,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,29.06,29.88
0.5,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,25.64,26.38
0.5,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,22.89,23.56
0.55,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.55,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.55,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.55,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,80.06,82.1
0.55,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,59.66,61.22
0.55,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,47.38,48.62
0.55,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,39.16,40.22
0.55,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,33.28,34.22
0.55,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,28.88,29.7
0.55,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,25.45,26.19
0.55,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,22.72,23.38
0.6,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.6,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.6,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,120.56,123.6
0.6,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,79.9,81.94
0.6,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,59.47,61.03
0.6,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,47.2,48.44
0.6,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,38.97,40.03
0.6,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,33.1,34.03
0.6,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,28.7,29.52
0.6,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,25.27,26.0
0.6,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,22.53,23.19
0.65,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.65,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,1.019,38.97,40.0
0.65,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,120.4,123.44
0.65,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,79.7,81.8
0.65,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,59.28,60.84
0.65,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,47.0,48.25
0.65,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,38.78,39.84
0.65,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,32.9,33.84
0.65,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,28.52,29.33
0.65,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,25.08,25.81
0.65,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,22.34,23.0
0.7,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.7,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,38.78,38.78,38.78,116.3
0.7,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,120.2,123.25
0.7,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,79.5,81.6
0.7,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,59.1,60.66
0.7,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,46.8,48.06
0.7,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,38.6,39.66
0.7,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,32.72,33.66
0.7,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,28.33,29.14
0.7,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,24.9,25.62
0.7,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,22.16,22.81
0.75,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.75,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.75,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,120.0,123.06
0.75,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,79.3,81.44
0.75,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,58.9,60.47
0.75,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,46.62,47.9
0.75,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,38.4,39.47
0.75,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,32.53,33.47
0.75,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,28.14,28.95
0.75,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,24.72,25.44
0.75,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,21.97,22.64
0.8,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.8,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,1.222,46.62,47.84
0.8,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,119.8,122.9
0.8,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,79.1,81.25
0.8,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,58.72,60.3
0.8,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,46.44,47.72
0.8,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,38.22,39.3
0.8,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,32.38,33.28
0.8,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,27.95,28.77
0.8,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,24.53,25.27
0.8,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,21.78,22.45
0.85,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.85,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.85,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,119.6,122.7
0.85,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,78.94,81.06
0.85,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,58.53,60.12
0.85,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,46.25,47.53
0.85,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,38.03,39.12
0.85,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,32.2,33.1
0.85,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,27.77,28.6
0.85,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,24.34,25.08
0.85,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,21.6,22.27
0.9,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,0.05045,306.5,12390.0,12696.0
0.9,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,0.0,0.0,0.0,0.0
0.9,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,0.05045,3.035,119.44,122.5
0.9,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,0.05045,2.03,78.75,80.9
0.9,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,0.05045,1.525,58.34,59.94
0.9,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,0.05045,1.222,46.06,47.34
0.9,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,0.05045,1.019,37.84,38.94
0.9,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,0.05045,0.873,31.98,32.9
0.9,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,0.05045,0.764,27.6,28.4
0.9,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,0.05045,0.6797,24.16,24.89
0.9,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,0.05045,0.612,21.42,22.08
0.95,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
0.95,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,-0.0,-6.0e-8,-0.0,-6.0e-8
1.0,0.875,0.63,0.556,0.001,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.051,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.101,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.151,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.201,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.251,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.301,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.351,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.401,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.451,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
1.0,0.875,0.63,0.556,0.501,0.6,0.55,8.414,0.14,-0.0,-0.0,-0.0,-0.0
0.5,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.5,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0,0.0,0.0,0.0
0.5,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,67.2,70.3
0.5,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,44.3,46.44
0.5,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,32.84,34.44
0.5,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,25.92,27.23
0.5,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,21.31,22.42
0.5,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,18.02,18.97
0.5,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,15.53,16.39
0.5,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,13.6,14.375
0.5,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,12.06,12.766
0.55,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.55,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,134.6,140.8
0.55,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,67.0,70.1
0.55,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,44.12,46.25
0.55,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,32.66,34.25
0.55,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,25.73,27.05
0.55,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,21.12,22.23
0.55,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,17.83,18.78
0.55,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,15.34,16.2
0.55,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,13.42,14.19
0.55,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,11.875,12.58
0.6,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.6,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,134.5,140.5
0.6,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,66.8,69.94
0.6,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,43.94,46.06
0.6,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,32.47,34.06
0.6,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,25.55,26.86
0.6,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,20.94,22.05
0.6,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,17.64,18.6
0.6,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,15.164,16.02
0.6,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,13.234,14.01
0.6,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,11.695,12.39
0.65,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.65,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,134.2,140.4
0.65,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,66.6,69.75
0.65,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,43.75,45.88
0.65,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,32.28,33.88
0.65,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,25.36,26.67
0.65,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,20.75,21.86
0.65,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,17.45,18.42
0.65,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,14.98,15.83
0.65,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,13.05,13.82
0.65,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,11.51,12.21
0.7,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.7,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,134.1,140.1
0.7,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,66.44,69.56
0.7,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,43.56,45.7
0.7,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,32.1,33.7
0.7,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,25.19,26.48
0.7,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,20.56,21.67
0.7,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,17.27,18.23
0.7,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,14.79,15.65
0.7,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,12.87,13.63
0.7,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,11.32,12.02
0.75,0.875,0.63,0.556,0.001,0.6,0.55,4.73,0.14,0.0897,306.5,6964.0,7270.0
0.75,0.875,0.63,0.556,0.051,0.6,0.55,4.73,0.14,0.0897,6.01,133.9,140.0
0.75,0.875,0.63,0.556,0.101,0.6,0.55,4.73,0.14,0.0897,3.035,66.25,69.4
0.75,0.875,0.63,0.556,0.151,0.6,0.55,4.73,0.14,0.0897,2.03,43.38,45.5
0.75,0.875,0.63,0.556,0.201,0.6,0.55,4.73,0.14,0.0897,1.525,31.9,33.53
0.75,0.875,0.63,0.556,0.251,0.6,0.55,4.73,0.14,0.0897,1.222,25.0,26.31
0.75,0.875,0.63,0.556,0.301,0.6,0.55,4.73,0.14,0.0897,1.019,20.38,21.48
0.75,0.875,0.63,0.556,0.351,0.6,0.55,4.73,0.14,0.0897,0.873,17.08,18.05
0.75,0.875,0.63,0.556,0.401,0.6,0.55,4.73,0.14,0.0897,0.764,14.61,15.46
0.75,0.875,0.63,0.556,0.451,0.6,0.55,4.73,0.14,0.0897,0.6797,12.68,13.445
0.75,0.875,0.63,0.556,0.501,0.6,0.55,4.73,0.14,0.0897,0.612,11.14,11.836
